from_country,to_country,count
Antarctica,Argentina,3
Antarctica,Australia,12
Antarctica,Austria,2
Antarctica,Belgium,2
Antarctica,Brazil,2
Antarctica,Bulgaria,1
Antarctica,Canada,12
Antarctica,Croatia,1
Antarctica,Czech Republic,1
Antarctica,Denmark,1
Antarctica,Finland,5
Antarctica,France,6
Antarctica,Germany,22
Antarctica,Greece,1
Antarctica,Hungary,2
Antarctica,Ireland,1
Antarctica,Israel,1
Antarctica,Italy,1
Antarctica,Japan,7
Antarctica,Macedonia,1
Antarctica,Mexico,1
Antarctica,Netherlands,4
Antarctica,New Zealand,2
Antarctica,Poland,3
Antarctica,Portugal,1
Antarctica,South Korea,2
Antarctica,Romania,1
Antarctica,Russia,12
Antarctica,Singapore,1
Antarctica,Slovakia,1
Antarctica,South Africa,5
Antarctica,Spain,1
Antarctica,Switzerland,4
Antarctica,Taiwan,1
Antarctica,Thailand,1
Antarctica,Ukraine,1
Antarctica,United Kingdom,26
Antarctica,United States,107
Argentina,Argentina,105
Argentina,Armenia,2
Argentina,Australia,71
Argentina,Austria,4
Argentina,Bahrain,1
Argentina,Belgium,22
Argentina,Bermuda,1
Argentina,Bolivia,1
Argentina,Brazil,11
Argentina,Bulgaria,1
Argentina,Canada,57
Argentina,Chile,20
Argentina,China,9
Argentina,Colombia,5
Argentina,Croatia,4
Argentina,Czech Republic,10
Argentina,Denmark,2
Argentina,Dominican Republic,2
Argentina,Ecuador,1
Argentina,Estonia,1
Argentina,Finland,10
Argentina,France,68
Argentina,Georgia,3
Argentina,Germany,172
Argentina,Gibraltar,1
Argentina,Greece,1
Argentina,Hong Kong,4
Argentina,Hungary,4
Argentina,India,1
Argentina,Indonesia,1
Argentina,Ireland,8
Argentina,Israel,14
Argentina,Italy,16
Argentina,Japan,73
Argentina,Latvia,1
Argentina,Lithuania,2
Argentina,Luxembourg,1
Argentina,Macedonia,1
Argentina,Malta,2
Argentina,Mauritius,2
Argentina,Mexico,21
Argentina,Moldova,1
Argentina,Morocco,2
Argentina,Netherlands,32
Argentina,New Zealand,12
Argentina,Norway,7
Argentina,Panama,1
Argentina,Paraguay,1
Argentina,Peru,5
Argentina,Philippines,1
Argentina,Poland,10
Argentina,Portugal,7
Argentina,Puerto Rico,1
Argentina,Qatar,1
Argentina,South Korea,4
Argentina,Romania,18
Argentina,Russia,18
Argentina,Serbia,5
Argentina,Singapore,4
Argentina,Slovakia,1
Argentina,Slovenia,3
Argentina,South Africa,8
Argentina,Spain,40
Argentina,Sweden,15
Argentina,Switzerland,47
Argentina,Thailand,3
Argentina,Turkey,3
Argentina,Ukraine,11
Argentina,United Arab Emirates,2
Argentina,United Kingdom,188
Argentina,United States,339
Argentina,Uruguay,13
Argentina,Vietnam,1
Armenia,Armenia,3
Armenia,Australia,1
Armenia,Finland,1
Armenia,France,3
Armenia,Germany,7
Armenia,Ireland,1
Armenia,Japan,1
Armenia,Netherlands,1
Armenia,New Zealand,1
Armenia,Switzerland,1
Armenia,United Kingdom,1
Armenia,United States,2
Australia,Argentina,13
Australia,Australia,6924
Australia,Austria,58
Australia,Azerbaijan,1
Australia,Bahrain,2
Australia,Belarus,7
Australia,Belgium,111
Australia,Bermuda,2
Australia,Bolivia,3
Australia,Bosnia and Herzegovina,1
Australia,Brazil,28
Australia,Brunei Darussalam,2
Australia,Bulgaria,11
Australia,Cambodia,3
Australia,Canada,554
Australia,Cayman Islands,1
Australia,Chile,21
Australia,China,37
Australia,Colombia,11
Australia,Costa Rica,4
Australia,Croatia,25
Australia,Cyprus,6
Australia,Czech Republic,48
Australia,Denmark,49
Australia,Dominican Republic,1
Australia,Ecuador,6
Australia,Egypt,3
Australia,Estonia,26
Australia,Finland,93
Australia,France,407
Australia,Georgia,11
Australia,Germany,940
Australia,Gibraltar,1
Australia,Greece,27
Australia,Guam,2
Australia,Guatemala,2
Australia,Hong Kong,9
Australia,Hungary,18
Australia,Iceland,4
Australia,India,20
Australia,Indonesia,9
Australia,Ireland,89
Australia,Isle of Man,1
Australia,Israel,61
Australia,Italy,122
Australia,Japan,327
Australia,Jersey,2
Australia,Jordan,1
Australia,Kazakhstan,1
Australia,Kuwait,3
Australia,Lao People's Democratic Republic,1
Australia,Latvia,5
Australia,Lebanon,4
Australia,Lithuania,20
Australia,Luxembourg,5
Australia,ME,2
Australia,Macao,4
Australia,Macedonia,5
Australia,Malaysia,2
Australia,Malta,1
Australia,Mauritius,2
Australia,Mexico,39
Australia,Namibia,1
Australia,Netherlands,225
Australia,New Caledonia,1
Australia,New Zealand,180
Australia,Norway,74
Australia,Oman,1
Australia,Peru,10
Australia,Philippines,5
Australia,Poland,75
Australia,Portugal,25
Australia,Qatar,2
Australia,South Korea,44
Australia,Romania,19
Australia,Russia,142
Australia,Serbia,8
Australia,Singapore,22
Australia,Slovakia,9
Australia,Slovenia,13
Australia,South Africa,30
Australia,Spain,148
Australia,Suriname,1
Australia,Sweden,93
Australia,Switzerland,170
Australia,Taiwan,18
Australia,Thailand,14
Australia,Trinidad and Tobago,2
Australia,Turkey,11
Australia,Ukraine,30
Australia,United Arab Emirates,5
Australia,United Kingdom,1564
Australia,United States,4608
Australia,Uruguay,2
Australia,Venezuela,1
Australia,Vietnam,2
Austria,Argentina,1
Austria,Australia,71
Austria,Austria,146
Austria,Bahrain,1
Austria,Belarus,1
Austria,Belgium,24
Austria,Bolivia,1
Austria,Brazil,3
Austria,Bulgaria,1
Austria,Canada,48
Austria,Chile,2
Austria,China,2
Austria,Colombia,3
Austria,Croatia,4
Austria,Czech Republic,17
Austria,Denmark,14
Austria,Estonia,3
Austria,Finland,8
Austria,France,105
Austria,Georgia,3
Austria,Germany,346
Austria,Greece,6
Austria,Honduras,2
Austria,Hong Kong,2
Austria,Hungary,5
Austria,India,5
Austria,Ireland,12
Austria,Israel,17
Austria,Italy,31
Austria,Japan,66
Austria,Jersey,1
Austria,Jordan,1
Austria,Kazakhstan,2
Austria,Latvia,2
Austria,Lithuania,3
Austria,Luxembourg,3
Austria,ME,1
Austria,Mexico,7
Austria,Netherlands,31
Austria,New Zealand,12
Austria,Norway,9
Austria,Oman,1
Austria,Poland,21
Austria,Portugal,5
Austria,South Korea,9
Austria,Romania,4
Austria,Russia,31
Austria,Saudi Arabia,2
Austria,Singapore,2
Austria,Slovakia,5
Austria,Slovenia,2
Austria,South Africa,6
Austria,Spain,9
Austria,Sweden,12
Austria,Switzerland,52
Austria,Thailand,5
Austria,Trinidad and Tobago,1
Austria,Turkey,5
Austria,Ukraine,5
Austria,United Arab Emirates,1
Austria,United Kingdom,176
Austria,United States,478
Austria,Vietnam,1
Azerbaijan,Australia,1
Azerbaijan,Azerbaijan,1
Azerbaijan,Canada,1
Azerbaijan,Croatia,1
Azerbaijan,Germany,10
Azerbaijan,Hungary,2
Azerbaijan,Japan,1
Azerbaijan,Malta,1
Azerbaijan,Mexico,1
Azerbaijan,Netherlands,1
Azerbaijan,Portugal,1
Azerbaijan,Russia,2
Azerbaijan,Seychelles,1
Azerbaijan,Sweden,2
Azerbaijan,Switzerland,3
Azerbaijan,Ukraine,1
Azerbaijan,United Kingdom,3
Azerbaijan,United States,13
Belarus,Australia,27
Belarus,Austria,5
Belarus,Belarus,10
Belarus,Belgium,10
Belarus,Brazil,1
Belarus,Canada,29
Belarus,Chile,1
Belarus,China,1
Belarus,Czech Republic,5
Belarus,Denmark,3
Belarus,Estonia,6
Belarus,Finland,7
Belarus,France,21
Belarus,Germany,82
Belarus,Greece,3
Belarus,Hong Kong,1
Belarus,Hungary,3
Belarus,Indonesia,1
Belarus,Ireland,7
Belarus,Israel,6
Belarus,Italy,7
Belarus,Jamaica,1
Belarus,Japan,11
Belarus,Latvia,3
Belarus,Lithuania,11
Belarus,Luxembourg,1
Belarus,Malta,1
Belarus,Mexico,2
Belarus,Netherlands,18
Belarus,New Zealand,3
Belarus,Norway,8
Belarus,Peru,1
Belarus,Poland,51
Belarus,Portugal,1
Belarus,South Korea,1
Belarus,Russia,59
Belarus,Serbia,1
Belarus,Slovakia,1
Belarus,Slovenia,5
Belarus,South Africa,3
Belarus,Spain,8
Belarus,Sweden,5
Belarus,Switzerland,5
Belarus,Thailand,1
Belarus,Ukraine,6
Belarus,United Kingdom,80
Belarus,United States,317
Belgium,Andorra,1
Belgium,Argentina,4
Belgium,Armenia,5
Belgium,Australia,179
Belgium,Austria,35
Belgium,Azerbaijan,2
Belgium,Belgium,410
Belgium,Bosnia and Herzegovina,1
Belgium,Brazil,5
Belgium,Bulgaria,1
Belgium,China,17
Belgium,Canada,132
Belgium,Chile,11
Belgium,Colombia,6
Belgium,Costa Rica,3
Belgium,Croatia,6
Belgium,Cyprus,3
Belgium,Czech Republic,19
Belgium,Denmark,33
Belgium,Estonia,8
Belgium,Finland,35
Belgium,France,346
Belgium,Georgia,6
Belgium,Germany,650
Belgium,Greece,20
Belgium,Hong Kong,3
Belgium,Hungary,20
Belgium,Iceland,3
Belgium,India,5
Belgium,Indonesia,1
Belgium,Ireland,24
Belgium,Isle of Man,1
Belgium,Israel,30
Belgium,Italy,57
Belgium,Japan,130
Belgium,Latvia,3
Belgium,Lebanon,1
Belgium,Lithuania,13
Belgium,Luxembourg,6
Belgium,Macao,3
Belgium,Macedonia,3
Belgium,Malaysia,2
Belgium,Malta,3
Belgium,Martinique,1
Belgium,Mauritius,1
Belgium,Mexico,21
Belgium,Morocco,2
Belgium,Myanmar,1
Belgium,Netherlands,128
Belgium,New Zealand,26
Belgium,Norway,25
Belgium,Panama,2
Belgium,Peru,1
Belgium,Philippines,1
Belgium,Poland,47
Belgium,Portugal,19
Belgium,Qatar,1
Belgium,South Korea,20
Belgium,Romania,9
Belgium,Russia,84
Belgium,Serbia,2
Belgium,Slovakia,10
Belgium,Slovenia,12
Belgium,South Africa,10
Belgium,Spain,62
Belgium,Sweden,51
Belgium,Switzerland,93
Belgium,Taiwan,7
Belgium,Turkey,3
Belgium,Ukraine,15
Belgium,United Arab Emirates,5
Belgium,United Kingdom,433
Belgium,United States,1010
Belgium,Vietnam,1
Belize,Australia,1
Belize,Belgium,2
Belize,Canada,1
Belize,Germany,1
Belize,Netherlands,1
Belize,United Kingdom,4
Belize,United States,5
Bosnia and Herzegovina,Australia,1
Bosnia and Herzegovina,Belgium,1
Bosnia and Herzegovina,Croatia,1
Bosnia and Herzegovina,Germany,2
Bosnia and Herzegovina,Israel,1
Bosnia and Herzegovina,Japan,1
Bosnia and Herzegovina,Moldova,1
Bosnia and Herzegovina,Netherlands,2
Bosnia and Herzegovina,Romania,4
Bosnia and Herzegovina,Russia,1
Bosnia and Herzegovina,United Kingdom,6
Bosnia and Herzegovina,United States,2
Brazil,Argentina,11
Brazil,Australia,144
Brazil,Austria,20
Brazil,Belgium,21
Brazil,Brazil,279
Brazil,Bulgaria,3
Brazil,Canada,99
Brazil,Chile,13
Brazil,China,8
Brazil,Colombia,8
Brazil,Cook Islands,1
Brazil,Costa Rica,2
Brazil,Croatia,2
Brazil,Cyprus,6
Brazil,Czech Republic,11
Brazil,Denmark,15
Brazil,Dominican Republic,1
Brazil,Ecuador,1
Brazil,Egypt,1
Brazil,El Salvador,1
Brazil,Estonia,2
Brazil,Finland,19
Brazil,France,113
Brazil,Germany,297
Brazil,Greece,19
Brazil,Guatemala,3
Brazil,Hong Kong,2
Brazil,Hungary,17
Brazil,Iceland,2
Brazil,India,8
Brazil,Ireland,19
Brazil,Israel,8
Brazil,Italy,53
Brazil,Japan,118
Brazil,Kenya,2
Brazil,Latvia,1
Brazil,Lebanon,2
Brazil,Lithuania,8
Brazil,Luxembourg,1
Brazil,ME,1
Brazil,Macao,1
Brazil,Malaysia,1
Brazil,Mexico,26
Brazil,Netherlands,46
Brazil,New Zealand,18
Brazil,Norway,12
Brazil,Oman,1
Brazil,Peru,5
Brazil,Philippines,2
Brazil,Poland,28
Brazil,Portugal,14
Brazil,Puerto Rico,3
Brazil,South Korea,7
Brazil,Romania,9
Brazil,Russia,53
Brazil,Saudi Arabia,3
Brazil,Serbia,2
Brazil,Singapore,6
Brazil,Slovakia,3
Brazil,Slovenia,5
Brazil,South Africa,10
Brazil,Spain,31
Brazil,Sweden,22
Brazil,Switzerland,68
Brazil,Taiwan,7
Brazil,Thailand,6
Brazil,Trinidad and Tobago,1
Brazil,Turkey,5
Brazil,Uganda,1
Brazil,Ukraine,9
Brazil,United Arab Emirates,5
Brazil,United Kingdom,339
Brazil,United States,900
Brazil,Uruguay,1
Bulgaria,Argentina,1
Bulgaria,Australia,18
Bulgaria,Austria,7
Bulgaria,Belgium,4
Bulgaria,Bosnia and Herzegovina,1
Bulgaria,Brazil,1
Bulgaria,Bulgaria,26
Bulgaria,Canada,6
Bulgaria,China,2
Bulgaria,Colombia,1
Bulgaria,Croatia,3
Bulgaria,Czech Republic,2
Bulgaria,Denmark,2
Bulgaria,Estonia,2
Bulgaria,Finland,1
Bulgaria,France,43
Bulgaria,Georgia,2
Bulgaria,Germany,94
Bulgaria,Greece,2
Bulgaria,Hungary,6
Bulgaria,Iceland,1
Bulgaria,India,2
Bulgaria,Ireland,9
Bulgaria,Italy,5
Bulgaria,Japan,9
Bulgaria,Lithuania,4
Bulgaria,Luxembourg,3
Bulgaria,Malta,1
Bulgaria,Mexico,3
Bulgaria,Monaco,1
Bulgaria,Netherlands,16
Bulgaria,Norway,1
Bulgaria,Panama,1
Bulgaria,Philippines,1
Bulgaria,Poland,7
Bulgaria,Portugal,1
Bulgaria,Romania,2
Bulgaria,Russia,24
Bulgaria,Slovakia,2
Bulgaria,Slovenia,2
Bulgaria,Spain,9
Bulgaria,Sweden,7
Bulgaria,Switzerland,13
Bulgaria,Tunisia,1
Bulgaria,Ukraine,2
Bulgaria,United Kingdom,59
Bulgaria,United States,76
Cameroon,Belgium,1
Cameroon,Canada,2
Cameroon,Denmark,1
Cameroon,France,3
Cameroon,Georgia,1
Cameroon,Germany,3
Cameroon,Hong Kong,1
Cameroon,Ireland,2
Cameroon,Italy,2
Cameroon,Japan,3
Cameroon,Netherlands,1
Cameroon,South Korea,1
Cameroon,Spain,1
Cameroon,Ukraine,1
Cameroon,United Kingdom,7
Cameroon,United States,13
Canada,Andorra,1
Canada,Argentina,13
Canada,Armenia,1
Canada,Australia,774
Canada,Austria,65
Canada,Azerbaijan,1
Canada,Bahamas,2
Canada,Bahrain,2
Canada,Belarus,1
Canada,Belgium,102
Canada,Bermuda,1
Canada,Bolivia,1
Canada,Brazil,32
Canada,Bulgaria,8
Canada,Canada,4914
Canada,Chile,28
Canada,China,41
Canada,Colombia,15
Canada,Costa Rica,7
Canada,Croatia,9
Canada,Cyprus,2
Canada,Czech Republic,46
Canada,Denmark,54
Canada,Ecuador,1
Canada,Egypt,5
Canada,El Salvador,1
Canada,Estonia,15
Canada,Finland,81
Canada,France,426
Canada,French Guiana,1
Canada,Georgia,4
Canada,Germany,1067
Canada,Greece,41
Canada,Guatemala,3
Canada,Honduras,1
Canada,Hong Kong,21
Canada,Hungary,27
Canada,Iceland,5
Canada,India,16
Canada,Indonesia,4
Canada,Ireland,88
Canada,Isle of Man,2
Canada,Israel,56
Canada,Italy,131
Canada,Japan,343
Canada,Jersey,1
Canada,Jordan,1
Canada,Kazakhstan,3
Canada,Kenya,1
Canada,Lao People's Democratic Republic,1
Canada,Latvia,5
Canada,Lebanon,5
Canada,Lithuania,25
Canada,Luxembourg,6
Canada,ME,2
Canada,Macao,3
Canada,Macedonia,1
Canada,Malaysia,8
Canada,Mauritius,2
Canada,Mexico,77
Canada,Monaco,1
Canada,Morocco,1
Canada,Myanmar,1
Canada,Netherlands,219
Canada,Netherlands Antilles,1
Canada,New Zealand,105
Canada,Norway,78
Canada,Oman,1
Canada,Pakistan,2
Canada,Palestinian Territory,1
Canada,Panama,3
Canada,Paraguay,1
Canada,Peru,3
Canada,Philippines,14
Canada,Poland,81
Canada,Portugal,28
Canada,Qatar,7
Canada,South Korea,45
Canada,Romania,24
Canada,Russia,128
Canada,Saint Pierre and Miquelon,2
Canada,Saudi Arabia,3
Canada,Serbia,6
Canada,Singapore,18
Canada,Slovakia,18
Canada,Slovenia,11
Canada,South Africa,37
Canada,Spain,102
Canada,Sweden,112
Canada,Switzerland,180
Canada,Taiwan,21
Canada,Thailand,15
Canada,Trinidad and Tobago,3
Canada,Tunisia,1
Canada,Turkey,7
Canada,Ukraine,30
Canada,United Arab Emirates,8
Canada,United Kingdom,1568
Canada,United States,7493
Canada,Vietnam,4
Chile,Argentina,9
Chile,Australia,29
Chile,Austria,1
Chile,Belarus,1
Chile,Belgium,5
Chile,Bolivia,1
Chile,Brazil,5
Chile,Canada,39
Chile,Chile,83
Chile,China,3
Chile,Colombia,2
Chile,Costa Rica,1
Chile,Czech Republic,1
Chile,Denmark,3
Chile,Dominican Republic,1
Chile,Ecuador,1
Chile,Estonia,3
Chile,Finland,5
Chile,France,30
Chile,Georgia,1
Chile,Germany,95
Chile,Greece,6
Chile,Guatemala,2
Chile,Hungary,3
Chile,Ireland,2
Chile,Israel,7
Chile,Italy,22
Chile,Japan,27
Chile,Jordan,1
Chile,Kuwait,1
Chile,Lithuania,1
Chile,Macedonia,1
Chile,Malaysia,1
Chile,Mauritius,1
Chile,Mexico,15
Chile,Netherlands,16
Chile,New Zealand,9
Chile,Norway,4
Chile,Panama,1
Chile,Peru,3
Chile,Philippines,2
Chile,Poland,13
Chile,Portugal,1
Chile,Puerto Rico,1
Chile,South Korea,4
Chile,Romania,1
Chile,Russia,15
Chile,Saudi Arabia,1
Chile,Serbia,1
Chile,Singapore,1
Chile,Slovakia,1
Chile,South Africa,1
Chile,Spain,14
Chile,Sweden,4
Chile,Switzerland,19
Chile,Turkey,1
Chile,Ukraine,4
Chile,United Arab Emirates,1
Chile,United Kingdom,66
Chile,United States,242
Chile,Uruguay,1
China,Australia,46
China,Austria,6
China,Belgium,5
China,Brazil,1
China,Canada,42
China,China,41
China,Czech Republic,5
China,Denmark,3
China,Estonia,1
China,Finland,11
China,France,30
China,Germany,61
China,Greece,2
China,Hong Kong,7
China,Hungary,1
China,Ireland,6
China,Israel,5
China,Italy,14
China,Japan,44
China,Lebanon,1
China,Lithuania,3
China,Macao,1
China,Mauritius,1
China,Mexico,6
China,Netherlands,16
China,New Zealand,5
China,Norway,4
China,Peru,2
China,Philippines,1
China,Poland,6
China,Portugal,2
China,South Korea,9
China,Romania,1
China,Russia,11
China,Serbia,1
China,Singapore,5
China,Slovenia,2
China,South Africa,1
China,Spain,4
China,Sweden,4
China,Switzerland,14
China,Taiwan,5
China,Turkey,1
China,Uganda,3
China,Ukraine,4
China,United Kingdom,98
China,United States,369
Colombia,Argentina,7
Colombia,Australia,35
Colombia,Austria,5
Colombia,Belgium,13
Colombia,Brazil,6
Colombia,Canada,24
Colombia,Cayman Islands,1
Colombia,Chile,3
Colombia,China,5
Colombia,Colombia,33
Colombia,Croatia,1
Colombia,Czech Republic,2
Colombia,Denmark,6
Colombia,Egypt,1
Colombia,El Salvador,1
Colombia,Estonia,2
Colombia,Finland,5
Colombia,France,88
Colombia,Georgia,6
Colombia,Germany,127
Colombia,Gibraltar,1
Colombia,Greece,6
Colombia,Hong Kong,2
Colombia,Hungary,6
Colombia,Indonesia,1
Colombia,Ireland,6
Colombia,Italy,5
Colombia,Japan,32
Colombia,Latvia,1
Colombia,Lithuania,1
Colombia,Mexico,13
Colombia,Netherlands,11
Colombia,New Zealand,3
Colombia,Norway,3
Colombia,Panama,1
Colombia,Philippines,2
Colombia,Poland,8
Colombia,Portugal,4
Colombia,South Korea,2
Colombia,Romania,5
Colombia,Russia,11
Colombia,Singapore,2
Colombia,Slovakia,4
Colombia,Slovenia,2
Colombia,South Africa,1
Colombia,Spain,30
Colombia,Sweden,5
Colombia,Switzerland,23
Colombia,Taiwan,2
Colombia,Thailand,1
Colombia,Ukraine,3
Colombia,United Arab Emirates,1
Colombia,United Kingdom,139
Colombia,United States,276
Colombia,Uruguay,2
Colombia,Venezuela,2
Costa Rica,Australia,5
Costa Rica,Belarus,1
Costa Rica,Brazil,1
Costa Rica,Bulgaria,1
Costa Rica,China,1
Costa Rica,Canada,8
Costa Rica,Costa Rica,41
Costa Rica,Czech Republic,3
Costa Rica,Finland,2
Costa Rica,France,4
Costa Rica,Germany,13
Costa Rica,Greece,2
Costa Rica,Hungary,1
Costa Rica,India,2
Costa Rica,Ireland,1
Costa Rica,Italy,3
Costa Rica,Japan,2
Costa Rica,Mexico,2
Costa Rica,Netherlands,2
Costa Rica,New Zealand,1
Costa Rica,Nicaragua,1
Costa Rica,Norway,1
Costa Rica,Poland,1
Costa Rica,Portugal,1
Costa Rica,Russia,4
Costa Rica,Switzerland,11
Costa Rica,Ukraine,2
Costa Rica,United Kingdom,7
Costa Rica,United States,37
Costa Rica,Uruguay,1
Croatia,Australia,18
Croatia,Bahrain,1
Croatia,Belarus,1
Croatia,Belgium,2
Croatia,Bulgaria,1
Croatia,Canada,4
Croatia,China,1
Croatia,Colombia,3
Croatia,Croatia,37
Croatia,Czech Republic,2
Croatia,Denmark,9
Croatia,Ecuador,2
Croatia,Estonia,1
Croatia,Finland,8
Croatia,France,25
Croatia,Germany,53
Croatia,Greece,3
Croatia,Hong Kong,1
Croatia,Hungary,2
Croatia,Ireland,4
Croatia,Israel,2
Croatia,Italy,3
Croatia,Japan,6
Croatia,Jersey,1
Croatia,Lebanon,1
Croatia,Lithuania,1
Croatia,Luxembourg,2
Croatia,Mexico,4
Croatia,Netherlands,7
Croatia,New Zealand,3
Croatia,Norway,2
Croatia,Panama,1
Croatia,Poland,8
Croatia,Portugal,1
Croatia,South Korea,2
Croatia,Russia,10
Croatia,Serbia,3
Croatia,Slovakia,1
Croatia,Slovenia,4
Croatia,Spain,10
Croatia,Sweden,1
Croatia,Switzerland,10
Croatia,United Arab Emirates,1
Croatia,United Kingdom,50
Croatia,United States,62
Cuba,Argentina,1
Cuba,Australia,5
Cuba,Belgium,1
Cuba,China,1
Cuba,Estonia,1
Cuba,Finland,3
Cuba,France,9
Cuba,Georgia,2
Cuba,Germany,18
Cuba,Hungary,1
Cuba,Ireland,4
Cuba,Italy,2
Cuba,Japan,1
Cuba,Latvia,1
Cuba,Netherlands,1
Cuba,Poland,1
Cuba,Portugal,1
Cuba,Spain,1
Cuba,Sweden,1
Cuba,Switzerland,1
Cuba,Taiwan,1
Cuba,United Kingdom,11
Cuba,United States,9
Cyprus,Australia,1
Cyprus,Austria,1
Cyprus,Belgium,1
Cyprus,Cyprus,1
Cyprus,France,6
Cyprus,Germany,2
Cyprus,India,1
Cyprus,Ireland,1
Cyprus,Japan,3
Cyprus,Switzerland,2
Cyprus,Turkey,1
Cyprus,United Kingdom,7
Cyprus,United States,6
Czech Republic,Australia,22
Czech Republic,Austria,12
Czech Republic,Belarus,1
Czech Republic,Belgium,4
Czech Republic,Brazil,1
Czech Republic,Bulgaria,1
Czech Republic,Canada,18
Czech Republic,China,2
Czech Republic,Croatia,1
Czech Republic,Czech Republic,109
Czech Republic,Denmark,2
Czech Republic,Estonia,1
Czech Republic,Finland,4
Czech Republic,France,38
Czech Republic,Georgia,1
Czech Republic,Germany,56
Czech Republic,Greece,3
Czech Republic,Iceland,1
Czech Republic,Ireland,3
Czech Republic,Italy,5
Czech Republic,Japan,25
Czech Republic,Mexico,4
Czech Republic,Netherlands,20
Czech Republic,New Zealand,3
Czech Republic,Norway,2
Czech Republic,Panama,2
Czech Republic,Poland,7
Czech Republic,Portugal,2
Czech Republic,South Korea,6
Czech Republic,Romania,1
Czech Republic,Russia,34
Czech Republic,Slovakia,12
Czech Republic,Slovenia,2
Czech Republic,Spain,5
Czech Republic,Sweden,5
Czech Republic,Switzerland,11
Czech Republic,Taiwan,2
Czech Republic,Thailand,1
Czech Republic,Turkey,1
Czech Republic,Ukraine,2
Czech Republic,United Kingdom,86
Czech Republic,United States,175
Côte d'Ivoire,Belgium,2
Côte d'Ivoire,Netherlands,1
Côte d'Ivoire,United Kingdom,1
Côte d'Ivoire,United States,8
Denmark,Armenia,9
Denmark,Australia,146
Denmark,Austria,17
Denmark,Belarus,2
Denmark,Belgium,32
Denmark,Brazil,10
Denmark,Bulgaria,1
Denmark,Canada,89
Denmark,Chile,6
Denmark,China,8
Denmark,Colombia,3
Denmark,Costa Rica,2
Denmark,Croatia,5
Denmark,Czech Republic,21
Denmark,Denmark,310
Denmark,Ecuador,2
Denmark,Egypt,1
Denmark,Estonia,8
Denmark,Faroe Islands,1
Denmark,Finland,20
Denmark,France,113
Denmark,Georgia,7
Denmark,Germany,381
Denmark,Greece,5
Denmark,Hungary,11
Denmark,Iceland,1
Denmark,India,12
Denmark,Indonesia,1
Denmark,Ireland,14
Denmark,Israel,10
Denmark,Italy,31
Denmark,Japan,74
Denmark,Kenya,1
Denmark,Latvia,1
Denmark,Lithuania,16
Denmark,Luxembourg,2
Denmark,ME,1
Denmark,Macao,2
Denmark,Malaysia,1
Denmark,Malta,2
Denmark,Mauritius,1
Denmark,Mexico,7
Denmark,Moldova,1
Denmark,Morocco,1
Denmark,Netherlands,66
Denmark,New Zealand,19
Denmark,Norway,36
Denmark,Panama,2
Denmark,Philippines,1
Denmark,Poland,22
Denmark,Portugal,14
Denmark,Qatar,1
Denmark,South Korea,12
Denmark,Reunion,1
Denmark,Romania,3
Denmark,Russia,52
Denmark,Senegal,1
Denmark,Serbia,1
Denmark,Singapore,3
Denmark,Slovakia,10
Denmark,Slovenia,1
Denmark,South Africa,9
Denmark,Spain,24
Denmark,Sweden,59
Denmark,Switzerland,64
Denmark,Taiwan,1
Denmark,Thailand,3
Denmark,Turkey,3
Denmark,Ukraine,7
Denmark,United Arab Emirates,3
Denmark,United Kingdom,365
Denmark,United States,714
Denmark,Uruguay,1
Denmark,Venezuela,1
Denmark,Wallis and Futuna,1
Dominican Republic,Australia,2
Dominican Republic,Belgium,2
Dominican Republic,Brazil,1
Dominican Republic,Canada,4
Dominican Republic,Chile,1
Dominican Republic,Dominican Republic,8
Dominican Republic,Finland,1
Dominican Republic,Georgia,1
Dominican Republic,Germany,5
Dominican Republic,Hong Kong,1
Dominican Republic,Italy,2
Dominican Republic,Japan,8
Dominican Republic,Netherlands,1
Dominican Republic,New Zealand,1
Dominican Republic,Poland,1
Dominican Republic,Turkey,1
Dominican Republic,United Kingdom,8
Dominican Republic,United States,26
Ecuador,Australia,13
Ecuador,Austria,2
Ecuador,Brazil,2
Ecuador,Canada,4
Ecuador,Colombia,1
Ecuador,Denmark,1
Ecuador,Ecuador,8
Ecuador,France,6
Ecuador,Germany,16
Ecuador,Hungary,1
Ecuador,Italy,1
Ecuador,Japan,5
Ecuador,Mexico,3
Ecuador,Netherlands,3
Ecuador,Norway,1
Ecuador,Portugal,2
Ecuador,Romania,2
Ecuador,Russia,2
Ecuador,Slovakia,1
Ecuador,Spain,3
Ecuador,Switzerland,5
Ecuador,United Kingdom,9
Ecuador,United States,56
Egypt,Australia,9
Egypt,Austria,1
Egypt,Belgium,4
Egypt,Canada,2
Egypt,Czech Republic,2
Egypt,Denmark,2
Egypt,Finland,2
Egypt,France,8
Egypt,Georgia,1
Egypt,Germany,14
Egypt,Greece,1
Egypt,Hungary,3
Egypt,Iceland,1
Egypt,Indonesia,1
Egypt,Ireland,2
Egypt,Israel,3
Egypt,Italy,2
Egypt,Japan,6
Egypt,Mexico,2
Egypt,Netherlands,9
Egypt,Poland,1
Egypt,Russia,3
Egypt,Spain,1
Egypt,Sweden,1
Egypt,Switzerland,6
Egypt,United Kingdom,18
Egypt,United States,36
Estonia,Australia,18
Estonia,Austria,2
Estonia,Belgium,4
Estonia,Brazil,1
Estonia,Canada,9
Estonia,Ecuador,2
Estonia,Estonia,44
Estonia,Finland,9
Estonia,France,12
Estonia,Georgia,1
